bone marrow,NK-cell
brain,basophil
eosinophil,placenta
bone marrow,placenta
eosinophil,salivary gland
neutrophil,placenta
bone marrow,salivary gland
neutrophil,salivary gland
brain,eosinophil
brain,NK-cell
brain,salivary gland
brain,MAIT T-cell
neutrophil,MAIT T-cell
neutrophil,NK-cell
eosinophil,basophil
bone marrow,basophil
neutrophil,basophil
eosinophil,MAIT T-cell
brain,placenta
eosinophil,NK-cell
bone marrow,eosinophil
bone marrow,MAIT T-cell
neutrophil,eosinophil
