pancreas,NK-cell
kidney,gdT-cell
pancreas,esophagus
neutrophil,esophagus
skeletal muscle,NK-cell
kidney,plasmacytoid DC
pancreas,plasmacytoid DC
skeletal muscle,gdT-cell
neutrophil,gdT-cell
kidney,NK-cell
neutrophil,NK-cell
skeletal muscle,plasmacytoid DC
neutrophil,plasmacytoid DC
kidney,esophagus
pancreas,gdT-cell
skeletal muscle,esophagus
